Tilenum, RMS
11368, 0.0871
3177, 0.9060
3178, 2.6853
3179, 1.0818
3180, 0.4001
3181, 0.3689
3182, 0.4081
3183, 0.3350
3184, 0.3322
3185, 0.2957
3186, 0.3132
3187, 0.3238
3188, 0.3067
3189, 0.3543
3190, 0.3006
3191, 0.5239
3192, 0.2868
3193, 0.3143
3194, 0.3442
3195, 0.3084
3196, 0.3812
3197, 0.7284
3198, 0.3957
3199, 0.9298
38764, 0.1593
11406, 0.1758
30573, 0.3061
11411, 0.3259
25113, 0.1936
11417, 0.1179
11420, 0.1956
3229, 1.0822
3231, 0.8865
11424, 0.3089
11425, 0.2509
11426, 0.6816
11428, 0.1305
36038, 0.3402
11432, 0.1747
39934, 0.3716
11434, 0.1472
36017, 0.2250
3252, 0.9204
3253, 0.4674
3254, 0.6979
3255, 0.3262
3257, 1.0328
3258, 2.3743
3259, 0.7104
3260, 0.4809
3261, 0.2994
3262, 0.3478
3263, 0.3278
3264, 1.4564
3265, 0.6540
3266, 1.1577
3267, 0.5226
3268, 0.5732
3269, 0.3224
3270, 0.4399
3271, 0.3362
3272, 0.4759
3273, 0.3670
3274, 0.3705
11467, 0.9038
3276, 0.3315
3277, 0.3545
3278, 0.3355
3279, 0.3221
3280, 0.3334
3281, 0.3908
3282, 0.3508
3283, 0.4407
3284, 0.5561
3285, 2.1968
3286, 0.7735
3287, 2.4569
3288, 0.3395
548, 0.5583
3290, 0.2855
3291, 0.5295
3292, 1.5507
27869, 0.1335
3294, 1.6805
19679, 0.1473
3296, 0.3006
3297, 0.3405
3298, 0.3257
3299, 0.3414
3300, 0.3738
3301, 0.3126
3302, 0.3277
3303, 0.3561
3304, 0.3911
3305, 0.4455
3306, 0.3137
3307, 0.2673
3308, 0.3390
3309, 0.3672
3310, 0.3500
3311, 0.4074
3312, 0.3769
3313, 1.0471
3314, 0.4156
3315, 2.1126
19701, 0.1785
48686, 0.2655
3320, 0.9097
3321, 1.8352
3322, 1.5017
27861, 0.2190
3328, 0.2958
3329, 0.7246
3330, 0.3466
3331, 0.5761
3332, 3.5322
30593, 0.7059
3336, 0.4776
3337, 1.0653
3338, 0.6786
38786, 0.2562
27918, 0.1623
11535, 0.2731
30595, 0.1499
3289, 0.4369
3353, 0.7615
48394, 0.2033
3355, 0.7206
48346, 0.3805
1925, 0.4748
3360, 0.7218
27937, 0.3739
3362, 1.1325
23771, 1.1007
11557, 0.3553
3368, 2.6226
1927, 0.5816
3375, 0.7001
30601, 0.0874
16948, 0.7567
23775, 0.4683
11582, 0.1555
27391, 0.1911
19680, 0.1351
20026, 0.1721
11591, 0.3552
11596, 0.0875
19682, 0.0943
44369, 0.4405
44371, 0.2973
44372, 0.4272
11605, 0.5423
36182, 0.3710
11607, 0.5963
11611, 0.2073
36188, 0.4289
36189, 0.3758
48942, 0.1128
27878, 0.1458
11626, 0.2618
15591, 0.2631
28015, 0.1662
11632, 0.1252
11633, 0.1095
44402, 0.4936
44405, 0.1968
28030, 0.2780
28031, 0.1591
28033, 0.1597
3458, 0.3036
3459, 0.2343
28040, 0.1474
3465, 0.2019
19858, 0.2469
29205, 0.7915
11672, 0.4795
11673, 0.6621
11674, 0.6154
11675, 0.7719
26303, 0.1623
44448, 0.0920
11684, 0.2063
25159, 0.1633
36082, 0.3765
11695, 0.5316
30622, 0.2213
11706, 0.1949
28091, 0.2063
28092, 0.4933
28094, 0.3580
28101, 0.1727
30625, 0.3905
36301, 0.3117
28112, 0.1439
1955, 0.3114
28117, 0.4079
44502, 0.2264
28119, 0.2901
44506, 0.3343
28123, 0.2573
28124, 0.2043
28125, 0.2385
28126, 0.4218
28127, 0.2513
1958, 0.7248
1959, 1.5296
44528, 0.2934
28148, 0.4348
19957, 0.2848
19959, 1.0573
28154, 0.3633
1962, 0.3298
15616, 1.4136
19973, 0.2048
3591, 1.3170
19978, 0.1407
3596, 1.7228
3597, 0.8330
3598, 0.9580
3599, 0.3946
3600, 1.0100
3601, 0.4452
3602, 0.4962
3603, 0.3863
3604, 0.3172
3605, 0.2979
3606, 0.3294
3607, 0.2926
3608, 0.3639
3609, 0.3164
3610, 0.3851
3611, 0.3003
3612, 0.3144
3613, 0.3165
11806, 0.7059
3615, 0.2996
20000, 0.1564
3617, 1.0660
3618, 1.6712
3619, 0.6426
3620, 0.6348
3621, 0.3332
3622, 0.3903
3623, 0.3659
3624, 0.8935
3625, 0.3523
3626, 0.3076
3627, 0.2959
3628, 0.3015
3629, 0.3804
3630, 0.2752
3631, 0.3609
3632, 0.3361
3633, 0.3618
3634, 0.3211
3635, 0.3375
3636, 0.3199
3637, 0.3230
3638, 0.3228
3639, 0.3154
3640, 0.3984
3641, 0.3122
3642, 0.3563
3643, 0.3372
3644, 0.3440
3645, 0.4147
3646, 0.4031
3647, 1.0856
3648, 0.0889
3649, 0.0858
3650, 0.2887
3651, 0.3575
11844, 0.1926
11845, 0.2317
3654, 0.5116
3655, 1.4326
3656, 0.3621
3657, 0.4288
3658, 0.3224
3659, 0.6539
3660, 0.7984
3661, 3.9501
3662, 1.8174
3664, 1.7322
20053, 0.9944
40207, 0.3452
3680, 0.3559
3681, 0.9422
3682, 0.8294
3683, 1.5184
15633, 0.3075
3688, 1.3928
14268, 4.9099
23582, 0.9054
36130, 0.1348
14269, 1.5670
28272, 0.4848
28273, 0.3864
44660, 0.2225
14270, 1.0723
44662, 0.5161
15636, 0.2176
11898, 0.1990
14271, 0.4477
20095, 0.2861
3712, 0.2715
3713, 0.3070
3714, 0.3069
3715, 0.3076
3716, 0.3461
3717, 0.3165
11910, 0.1405
3719, 0.3280
3720, 0.3872
3721, 0.3635
3722, 0.3392
3723, 0.3778
3724, 0.3084
3725, 0.3732
3726, 0.3892
3727, 0.9271
3728, 0.3205
3729, 0.3723
3730, 0.3217
3731, 0.8907
3732, 0.8122
3733, 3.1476
36503, 0.1583
3736, 0.8656
3737, 1.7280
3738, 1.7315
36507, 0.1538
20125, 0.1441
3744, 0.3163
3745, 0.4204
3746, 0.3685
3747, 0.7992
3748, 0.7287
3749, 1.2706
3750, 2.8892
3752, 0.7995
3753, 1.8122
11946, 0.1679
3755, 0.1210
40221, 0.1934
36529, 0.0984
39960, 0.2053
30666, 0.8943
48416, 0.2718
22221, 0.3738
30667, 0.8307
23585, 0.3598
11974, 0.3046
11975, 0.9412
20168, 0.1766
14284, 3.2618
11980, 0.3717
11981, 0.6152
38861, 0.2566
36131, 0.1963
30670, 1.4872
28378, 0.2396
35814, 0.1314
28387, 0.2462
28390, 0.1529
48423, 0.1983
47058, 0.1394
3824, 0.3550
36595, 0.1849
36598, 0.3470
36601, 0.1596
36604, 0.2139
47061, 0.1117
20224, 0.7830
44802, 0.2819
44803, 0.3050
12038, 0.2117
3849, 0.3497
36618, 0.2783
47063, 0.1488
28429, 0.2217
28430, 0.1099
28433, 0.5135
28436, 0.1955
47047, 0.0984
42969, 0.2854
28448, 0.1210
42971, 0.7510
28452, 0.1730
42974, 0.5360
22121, 0.3170
20289, 0.2109
20292, 0.1831
18401, 0.2131
30741, 0.7607
30690, 0.4712
28496, 0.1296
28497, 0.2378
30691, 0.0838
12121, 0.8671
12123, 0.8658
36700, 0.1265
3934, 0.4618
30693, 0.6160
20323, 0.1980
30694, 0.0823
30695, 0.0810
31014, 1.6200
14312, 0.1982
44914, 0.1993
44915, 0.1968
20342, 0.1736
28535, 0.1216
44920, 0.1715
44921, 0.1508
24955, 0.1971
20348, 0.2440
14314, 0.2424
15680, 0.1893
34795, 0.4404
30700, 0.4212
12173, 1.5400
30701, 0.1063
20371, 0.3980
20372, 0.1249
30702, 3.7171
12184, 0.5930
20377, 0.4839
30703, 0.9207
20382, 0.1240
30704, 0.9139
27741, 0.2369
21683, 0.3073
30705, 1.8310
30706, 0.1069
28593, 0.2321
4018, 0.1276
28595, 0.4083
36788, 0.1431
36790, 0.2790
30710, 0.6129
28614, 0.1779
28617, 0.3410
47053, 0.2120
28619, 0.2418
28620, 0.2604
28622, 0.1208
30712, 0.0925
30713, 0.0885
30714, 0.5386
21685, 0.3887
30715, 0.4457
30716, 0.2983
36846, 0.1213
22525, 0.7912
45044, 0.1565
22526, 0.9154
45046, 0.2787
48469, 0.2117
4096, 0.2792
4097, 0.3855
4100, 0.2627
4101, 0.1795
4102, 0.2848
4104, 0.1903
4106, 0.2566
27991, 0.1456
22232, 0.4735
26626, 1.0865
26324, 0.2950
31015, 5.0748
21687, 0.3881
4130, 0.2891
30689, 0.0930
30306, 0.4413
48478, 0.0632
30688, 0.3903
27251, 1.2430
48479, 0.0818
4158, 0.3961
4159, 0.1431
26635, 0.3592
26636, 0.5326
26053, 0.2393
26637, 0.3786
4180, 0.3685
4181, 0.3501
4182, 0.1217
4183, 0.2357
28762, 0.3417
26639, 0.5050
21179, 0.2422
26641, 0.3620
24469, 0.7615
29374, 0.3107
30740, 0.8921
29375, 0.3663
30692, 0.4432
4223, 0.1775
4225, 0.2650
20610, 0.3106
20611, 0.2589
28805, 0.1737
28806, 0.4868
28807, 0.7872
28808, 0.9261
28809, 0.1868
12426, 0.1315
28811, 0.6366
28812, 0.1360
28813, 0.1397
28814, 0.2879
28815, 0.1671
28816, 0.2677
26648, 0.3928
28818, 1.0162
28819, 1.0372
4244, 0.2586
4245, 0.1174
28822, 1.5858
26649, 1.0000
28824, 0.1346
28825, 0.1858
28826, 0.1410
28827, 0.1476
28828, 0.4069
26650, 0.8462
28830, 0.1558
28831, 0.1576
12448, 0.1357
28833, 2.6078
35817, 0.0948
28836, 1.4938
28837, 1.0148
26652, 1.5905
40618, 0.3859
28848, 0.8204
28849, 0.6615
48499, 0.1578
28852, 0.7238
28853, 0.5602
28855, 1.3132
48500, 0.0930
28862, 0.2298
28863, 0.6014
26057, 0.1434
28872, 0.6817
28873, 0.9303
28874, 0.1465
28875, 0.1617
28876, 2.1186
28878, 0.3351
28879, 0.5485
40313, 1.2427
4312, 0.1661
4313, 0.1874
28890, 1.0442
28891, 1.4352
28894, 1.1298
28896, 0.1810
28897, 0.1366
28898, 1.2315
28899, 1.3150
28900, 0.1313
28901, 0.1668
28902, 0.6071
28903, 0.5632
4332, 0.2089
46066, 0.7803
28912, 0.8790
26664, 0.6082
4338, 0.1694
17107, 0.1310
28916, 0.3063
28917, 0.5350
28918, 0.0948
26665, 0.9863
28921, 0.7008
28923, 1.8522
4348, 0.2147
26666, 1.0586
28926, 0.9519
20735, 0.5005
23936, 0.4318
25302, 0.3250
4365, 1.3019
12560, 0.2005
28035, 0.1640
23605, 0.9912
4394, 0.3034
31017, 0.7458
48520, 0.2406
12597, 0.0980
4406, 0.1687
4407, 0.2177
17119, 0.4017
23652, 1.3920
12607, 0.3486
25312, 0.7429
25313, 1.0355
20817, 0.8968
20819, 0.9543
4436, 0.1832
20821, 0.3326
20822, 0.3804
4439, 0.1947
20825, 1.5221
20828, 0.6777
20829, 0.3187
20830, 0.7246
20831, 0.3371
12640, 0.0918
12642, 0.1049
4456, 0.1756
4457, 0.1092
12650, 0.5404
36242, 0.3349
20852, 1.0995
20853, 0.4752
20854, 2.0771
4471, 0.1417
4474, 0.1547
4475, 0.2880
20861, 0.8578
20863, 1.1750
12673, 0.4604
12674, 0.1704
12679, 0.3709
12684, 0.4734
12685, 0.2338
4494, 0.2246
12687, 0.1786
23960, 3.1513
12693, 0.1641
4512, 0.3322
29089, 0.9161
29090, 0.0947
29091, 0.1390
12709, 0.6649
29094, 0.5224
29095, 0.7770
29096, 0.1000
29097, 0.0883
29098, 0.7048
29099, 0.7233
29100, 0.0901
29101, 0.1019
29102, 0.5309
29103, 0.8020
30792, 0.2861
29106, 0.9230
30793, 0.3247
29112, 0.9675
29113, 0.5304
29114, 0.7071
29115, 0.4221
4540, 0.1499
4541, 0.2639
22792, 0.3169
29119, 1.1466
12736, 0.2714
30795, 0.4309
23611, 0.3650
23653, 0.4727
20949, 1.1591
22607, 0.1445
29162, 0.4629
29163, 0.5950
29166, 0.9928
29167, 4.5119
4597, 0.1088
4599, 0.1134
23554, 1.1344
29187, 0.2671
29189, 0.3663
29190, 0.3749
29191, 0.2700
29192, 0.4185
29193, 0.2026
29196, 0.5067
29197, 1.7064
29204, 0.3315
23982, 0.1506
21016, 0.2462
29209, 0.4000
24159, 1.5210
29211, 0.1840
29212, 0.5173
29214, 0.2603
21023, 0.1136
23984, 0.9239
30811, 1.2081
34908, 0.6005
23986, 0.5731
29231, 0.2051
12848, 0.1562
25451, 1.4480
48983, 0.1290
23987, 1.3327
30814, 0.9507
30815, 1.1089
29244, 0.3848
29245, 0.3358
1792, 1.6184
30707, 0.3980
29881, 0.5819
32617, 1.0677
47204, 0.3357
29277, 0.6721
40801, 0.1564
4708, 0.2042
18534, 0.3831
4710, 0.1894
4711, 0.1403
4726, 0.1097
10346, 0.4044
30982, 1.2251
10347, 0.2707
4748, 0.1983
4750, 0.2079
30263, 0.1086
40803, 0.1863
40389, 4.6806
4770, 1.0468
4771, 1.0142
4772, 1.8184
4774, 1.0203
30833, 0.8541
4776, 1.2626
4777, 2.0500
36295, 0.2514
12972, 1.0922
12973, 1.2476
12974, 0.7097
12975, 0.3057
29362, 0.2533
29367, 0.1691
21177, 0.1200
12986, 0.4492
12987, 0.5516
29373, 0.4107
12990, 0.8462
12991, 1.5800
30838, 0.5066
30839, 0.3736
27310, 0.2808
21211, 0.1435
30985, 1.3686
10362, 0.2858
28803, 0.4585
30645, 1.2485
30844, 0.4748
30845, 0.3373
28115, 0.4074
30986, 1.6879
21691, 0.3202
26752, 2.8146
31016, 0.3509
29444, 1.9196
18561, 0.1488
29448, 0.3219
13074, 0.1847
29461, 1.1767
13080, 0.3805
18564, 0.1045
23622, 0.5519
40410, 0.1566
30853, 0.2314
38856, 0.7814
44508, 0.7736
30988, 0.8555
23623, 0.3314
29504, 0.2883
29505, 0.0837
29506, 0.4883
29507, 0.1093
29508, 0.2801
4933, 0.1600
29510, 0.0943
29511, 0.0920
29512, 1.2817
29513, 0.8074
29516, 0.6253
29517, 0.3955
29519, 0.9411
29520, 0.5819
29521, 0.8850
29522, 0.0932
29523, 0.2831
30989, 0.4520
29526, 0.5822
29527, 1.8771
29528, 0.0964
29529, 0.0908
29530, 0.6250
29531, 0.4322
29532, 0.3163
13149, 0.2810
29534, 0.4635
13151, 0.5180
40264, 0.2189
30864, 0.1724
4965, 0.3127
30717, 1.4030
29549, 0.2577
29551, 0.2019
4976, 0.2121
23625, 1.7025
29566, 0.2417
4994, 0.1991
36331, 0.1313
30718, 1.1800
29627, 2.7870
29591, 0.8821
5016, 0.3311
21402, 0.2970
21403, 0.1856
5020, 0.1579
29597, 0.9924
21406, 0.4511
29509, 0.5019
21409, 0.3324
21411, 0.2069
29628, 4.8225
27857, 0.2192
21424, 0.4430
21425, 0.2757
21427, 0.4304
21428, 0.2972
29621, 3.9789
21430, 0.2270
29623, 2.3283
21433, 0.3655
29626, 3.1512
21435, 0.7200
21436, 0.1445
21437, 1.2181
21438, 0.3158
21439, 0.4044
29632, 1.1563
29633, 1.2223
29634, 0.4998
26275, 0.3737
21445, 1.0012
29638, 0.8894
5063, 0.1844
29640, 0.3765
29629, 2.4097
21450, 0.3833
29643, 0.8179
29644, 0.6853
5069, 0.1734
29646, 1.0251
21456, 0.7210
5074, 0.1940
29652, 0.4009
29653, 0.2606
29654, 0.4499
29655, 0.2723
5080, 0.2028
29664, 3.5975
21473, 0.2559
29666, 1.7502
29667, 2.9521
21476, 0.6042
5094, 0.2666
46055, 0.4592
29672, 1.7366
29673, 2.7088
21482, 1.0141
5099, 0.1288
5100, 0.2825
13296, 1.1697
13297, 0.8737
27912, 0.2743
29685, 0.2947
29687, 0.3024
1807, 0.3067
13313, 0.1512
13314, 0.7936
21507, 0.3563
21508, 0.2840
21509, 0.2950
21510, 0.2607
21511, 0.2653
21512, 0.3177
21513, 0.3576
21514, 0.3495
21515, 0.4658
21516, 0.2858
21517, 0.2857
21518, 0.4516
21519, 0.2937
21520, 0.8561
21522, 0.7113
21523, 0.8278
21526, 0.5761
857, 0.2478
21528, 0.3752
21529, 1.8606
21530, 0.4194
21531, 1.3656
21536, 0.2985
21537, 0.4622
21538, 0.3194
21539, 0.3023
21540, 0.5028
21541, 0.4017
21542, 0.3062
21543, 0.3120
21544, 0.3222
9052, 0.2527
21546, 0.4333
21547, 0.3536
21548, 0.3128
21549, 0.3000
3718, 0.3228
1263, 0.3177
21552, 0.4245
21553, 0.8595
21554, 0.3624
21555, 0.8127
21558, 1.2579
21560, 0.3230
10420, 0.3634
21562, 0.2904
17247, 0.5229
21564, 0.8246
44554, 0.3606
21566, 0.7860
30313, 0.4864
10422, 0.2599
13383, 0.4065
13384, 0.2659
13387, 0.3439
28173, 0.7300
29088, 0.6022
13409, 0.6469
29795, 0.1294
44563, 0.2377
21620, 0.5843
30711, 2.2386
5243, 0.3111
19542, 0.1128
21632, 0.5893
10432, 0.4181
21634, 0.7886
21635, 0.3047
21636, 0.2686
21637, 0.2782
21638, 0.2799
10433, 0.2950
21640, 0.9143
21641, 0.3331
21642, 1.8990
21643, 0.6893
21644, 0.2431
21645, 0.2722
21646, 0.2297
21647, 0.2476
21648, 0.2745
21649, 0.3445
21650, 0.2878
18627, 0.1132
21652, 0.4690
21653, 1.2251
21654, 0.3759
21655, 1.0300
21656, 0.3537
21657, 0.3149
21658, 0.3114
21659, 0.3051
21660, 0.3497
21661, 0.7112
21662, 0.3752
21663, 0.4349
5280, 0.1639
21665, 0.8113
5282, 0.1641
21667, 1.1189
5284, 0.2305
18630, 0.2158
21670, 0.6287
21671, 0.2828
21453, 2.5521
21676, 0.6701
21677, 0.3194
21678, 1.0058
21679, 0.4880
21680, 0.3022
21681, 0.3206
21682, 0.2823
5299, 0.3102
21684, 0.3043
3614, 0.3070
5302, 0.1520
13495, 0.0947
21688, 0.3057
21689, 0.3203
21690, 0.2801
11807, 0.2251
21692, 0.3366
21693, 0.3163
21694, 0.3463
21695, 0.3044
23636, 0.2283
21704, 1.3563
21706, 1.2715
5327, 0.2000
13520, 0.7147
5329, 0.1716
13522, 0.4151
13523, 0.4217
30314, 0.5125
5338, 0.5823
23637, 0.1979
21728, 0.8807
21730, 0.5766
21731, 1.5784
30696, 1.0547
21736, 0.4547
21737, 0.9049
21738, 0.3271
21739, 0.6284
21742, 1.6942
29936, 0.2930
29937, 0.1601
21747, 0.2512
40489, 1.0319
31003, 1.4132
21753, 0.3237
23638, 0.3506
5373, 0.1572
40005, 0.3074
42733, 0.6833
25275, 0.5317
13575, 0.2074
48685, 0.5738
13586, 0.1970
20014, 0.1958
25476, 0.3785
23639, 0.2725
20015, 0.3323
5409, 0.1450
27731, 0.1849
5412, 0.1751
5423, 0.4852
29641, 0.3705
13632, 0.5213
21837, 0.3212
21838, 0.2039
21839, 0.3318
29642, 1.0711
20024, 0.2139
21842, 0.2342
21843, 0.2190
21844, 0.2736
21845, 0.1348
21846, 0.3109
5463, 0.1886
21848, 0.2197
21850, 0.1554
21852, 0.2390
5469, 0.1787
5470, 0.3094
5471, 0.1658
5477, 0.2428
5479, 0.1035
28220, 0.3056
5482, 0.5073
5483, 0.3833
5484, 0.4197
21869, 0.3885
28540, 0.4147
5488, 0.3815
5490, 0.2328
21875, 0.2615
5492, 0.1344
21877, 0.2173
21878, 0.1985
21880, 0.2024
42737, 0.4182
30697, 0.8425
18667, 0.7449
44374, 0.2905
31008, 0.5594
31281, 0.1409
3652, 0.3366
27735, 0.1146
13726, 0.4949
3653, 0.7600
5544, 0.1497
5545, 0.1191
36423, 0.3883
5548, 0.1270
31009, 0.4109
5550, 0.1221
42739, 0.4288
5560, 0.1403
29599, 1.7191
5569, 0.2629
5572, 0.3267
30987, 0.6646
31010, 0.3711
35935, 0.2143
46552, 0.4089
46553, 0.4893
38363, 0.1154
46556, 0.4061
46557, 1.7335
30175, 0.1568
5606, 0.1400
46567, 0.4290
31011, 0.3840
23646, 0.3879
46573, 0.5268
38382, 0.4672
46575, 0.2227
28829, 0.5583
46580, 0.4248
30197, 0.1763
46584, 0.1694
24148, 1.0896
46586, 0.4242
13820, 0.5047
46590, 0.1683
24149, 0.5818
22020, 2.4459
22021, 0.6425
22023, 0.7671
30216, 0.3292
23647, 0.3923
24151, 0.7914
5645, 0.1446
30222, 0.7956
22031, 2.4397
22032, 0.3297
22033, 0.2995
22034, 0.3519
22035, 0.2702
22036, 0.2792
22037, 0.2745
22038, 0.2777
22039, 0.2887
22040, 0.4907
22041, 0.3067
22042, 0.6477
22043, 0.3054
22044, 0.2759
22045, 0.2938
22046, 0.2882
22047, 0.3672
30244, 0.7187
30245, 0.0987
30246, 1.0945
30247, 0.3041
30251, 0.6275
30253, 0.3956
30254, 0.4480
24157, 1.0001
22064, 1.1140
22065, 0.4277
22066, 1.6807
22067, 0.5821
22068, 0.3312
22069, 0.3150
22070, 0.3421
22071, 0.3171
30264, 0.4914
22073, 1.0678
30266, 0.4884
22075, 1.5227
22076, 0.3817
22077, 0.3301
22078, 0.5240
22079, 0.3620
22080, 0.2892
22081, 0.5361
22082, 0.2697
22083, 0.2946
22084, 1.1137
29622, 4.7544
22086, 0.6501
22088, 0.2736
22089, 0.2805
22090, 0.3427
22091, 0.3042
22092, 0.6233
22094, 0.3865
22095, 0.9526
5715, 0.1436
30990, 0.4856
11920, 0.2326
30991, 0.4609
30303, 0.5925
22112, 0.3208
22113, 0.3160
22114, 0.3804
22115, 0.3376
22116, 0.3415
13925, 0.6412
22118, 0.3260
13927, 0.4836
5736, 0.2194
5737, 0.1137
22122, 0.3013
22123, 0.3408
22124, 0.3579
22125, 0.3855
22126, 0.3143
22127, 0.3526
13936, 0.9010
13938, 0.6089
13939, 0.5037
29630, 4.1524
13942, 0.9595
5751, 0.1722
22136, 0.9491
30996, 2.3175
22138, 0.7936
22139, 2.7036
22140, 0.8120
30334, 0.5656
22805, 0.3011
30337, 1.0078
30340, 0.5265
30341, 0.2227
30343, 0.3083
30344, 0.2088
30345, 0.3277
27743, 0.4062
30347, 0.1949
30352, 0.2876
30353, 0.1822
30354, 0.2665
29635, 0.5005
22164, 0.8262
22165, 0.3058
22166, 0.7939
22167, 0.3223
30360, 0.4638
30361, 0.3386
28271, 0.2406
22172, 1.3595
22173, 0.6015
30366, 0.2104
22175, 0.7975
30368, 0.2185
5793, 0.3576
30370, 0.2621
5795, 0.2725
5796, 0.2828
5798, 0.4708
31004, 3.1910
21447, 0.9322
5804, 0.2231
5806, 0.2436
22191, 0.8091
24471, 0.5569
22197, 1.0219
22199, 0.7758
22205, 0.5502
22207, 0.9594
22208, 0.2794
22209, 0.3237
22210, 0.3170
22211, 0.3118
22212, 0.3215
22213, 0.4080
22214, 0.3538
22215, 0.3527
22216, 0.2937
22217, 0.3197
22218, 0.3651
22219, 0.3518
22220, 0.3712
14029, 0.3415
14030, 0.4455
14031, 0.3709
22224, 0.4360
22225, 1.1554
22226, 0.4101
22227, 1.0911
30420, 0.0896
30421, 0.3143
30422, 0.0990
30423, 0.0878
14040, 0.4757
22233, 0.6213
14042, 0.3217
22235, 0.4964
22236, 1.6247
30429, 0.5031
22238, 1.2381
31013, 1.1635
22240, 0.5220
22241, 0.2023
22242, 0.6556
22243, 0.0805
14052, 0.2671
14053, 0.2946
14054, 1.1741
22247, 0.3386
22248, 0.1603
22249, 0.1004
22250, 0.1821
22251, 0.1629
22252, 0.2637
21458, 0.3994
22254, 0.2738
22255, 0.3073
5872, 0.1368
22257, 0.3823
22258, 0.3334
22259, 0.3616
22260, 0.6491
22261, 2.1698
22262, 0.5104
22263, 1.2083
22264, 0.3729
5881, 0.1662
22266, 0.3097
5883, 0.1612
5884, 0.2293
22269, 0.8386
22270, 0.3203
22271, 0.5975
5890, 0.1380
31020, 1.4879
21464, 1.7974
40579, 0.3678
46875, 0.3244
46876, 0.4437
46877, 0.4079
46878, 0.3866
38687, 0.1965
31024, 3.4462
5924, 0.1649
5925, 0.2471
5931, 0.3357
30517, 0.1880
30519, 0.2413
46905, 0.4035
46906, 0.3152
46907, 0.2971
36490, 0.2084
46914, 0.3924
46915, 0.5606
46918, 0.3483
29665, 5.3505
46920, 0.4701
46921, 0.3467
46922, 0.3945
46924, 0.3684
46925, 0.3864
46926, 0.4810
46927, 0.4148
14161, 0.3789
5970, 0.3370
14164, 0.2647
46933, 0.4037
5975, 0.2499
5976, 0.1726
46937, 0.4442
46939, 0.2408
46944, 0.3364
5985, 0.4948
46946, 0.2695
46947, 0.1568
30564, 0.8979
46950, 0.3370
28305, 0.3027
46952, 0.2764
30572, 0.3873
28306, 0.3700
30574, 0.2326
30575, 0.2040
28307, 0.7126
30580, 0.1582
38773, 0.2745
6011, 0.5357
29674, 2.9831
6014, 0.4263
36501, 0.1091
30592, 0.6600
6017, 0.4302
30594, 0.0873
6019, 0.3281
30598, 0.6250
30599, 0.5526
30600, 0.2209
21484, 0.1210
30602, 0.7130
16023, 0.3911
30604, 0.0882
30605, 0.0783
30606, 0.3702
30607, 0.3647
30610, 0.9482
22851, 0.5694
46996, 0.4487
44697, 0.4018
30616, 0.4811
30617, 0.2429
30618, 0.3395
30619, 0.5092
30620, 0.6476
36506, 0.1160
6046, 0.2037
6047, 0.2047
30624, 0.5096
29680, 0.3907
30626, 0.5523
30627, 0.5902
30628, 1.8153
22854, 0.1597
38822, 0.2232
38823, 0.2719
22442, 2.1341
22855, 0.1977
29682, 0.2070
6062, 0.1889
14255, 1.8716
30640, 1.6481
6065, 0.2676
6066, 0.2632
6067, 0.2026
6068, 0.2586
6069, 0.1442
22857, 1.0288
6072, 0.3445
6073, 0.2256
14266, 1.3276
6075, 0.1420
6076, 0.7875
6077, 0.4610
6078, 0.6826
6079, 0.5795
10568, 0.1560
20128, 0.2174
6082, 0.2154
30662, 0.5912
30663, 0.5276
6088, 0.1992
22860, 0.8985
14282, 2.1329
14283, 1.7654
6092, 0.3293
14285, 2.1276
14286, 1.0201
14287, 0.9820
6098, 0.3709
40611, 0.3204
14292, 0.4446
14293, 0.3011
14294, 0.4238
14295, 0.2277
47064, 0.4047
14298, 2.3737
14299, 2.8987
14301, 1.6184
14302, 1.4748
14303, 0.6642
14304, 0.7875
14305, 0.7379
14306, 0.5991
14307, 0.7387
14308, 0.6440
14309, 0.2038
14310, 0.1724
14311, 0.1334
6120, 0.2611
14313, 0.5296
6122, 0.3589
14315, 0.1593
14316, 0.1174
14317, 0.1368
14318, 0.1462
14319, 0.7840
14320, 0.9353
14321, 0.8340
14322, 0.2206
14323, 0.2437
14324, 0.3847
14325, 0.2188
14326, 0.2342
14327, 0.2337
14328, 0.2998
14329, 0.2289
14330, 1.4784
14331, 0.9899
14332, 0.6801
14333, 0.9226
14334, 1.6924
22527, 1.0799
13312, 0.1689
14338, 0.9606
40619, 0.3268
14340, 0.6589
14341, 0.0936
14342, 1.2721
14343, 0.5845
14347, 0.5847
21506, 0.3244
14350, 0.7173
14351, 0.7579
14352, 0.0855
14353, 0.0885
14354, 0.3189
14355, 0.1267
14356, 0.0910
14357, 0.3725
14358, 0.0883
14359, 0.0857
14360, 1.8675
14361, 0.8894
40623, 0.4720
14364, 0.6073
14365, 0.8811
14367, 2.2122
14368, 1.0080
14369, 0.3899
14370, 0.6919
14371, 0.5715
14372, 0.3890
22876, 0.2028
26393, 0.1152
23773, 0.4278
22878, 0.3479
32011, 0.3413
14687, 0.4264
22029, 1.3097
14400, 0.7066
14401, 1.1623
14402, 0.0954
14403, 0.5099
23666, 0.3563
14406, 1.0239
14407, 1.0771
14408, 0.1741
14409, 0.2409
14410, 0.7394
14411, 0.8233
14412, 0.2814
14413, 0.2720
14414, 0.3862
14415, 0.2490
14418, 1.7633
14419, 2.2040
14424, 0.3702
14425, 0.6333
14426, 0.2515
14427, 0.2581
14428, 0.8008
