# (YYYYMMDD.frac) (YYYY-MM-DDThh:mm:ss) () () () (um) (deg)  () ()  () () (pW)  (pW)  (pW)  (pW)  (pW)  (Jy/asec^2/pW)  (Jy/asec^2/pW)  (Jy/bm/pW)  (Jy/bm/pW)  (Jy/pW)  (Jy/pW)  (")  ()
# UT   HST  Obs  Source  Mode  Filter  El  Airmass  Trans  Tau225  Tau  Flux_ap  Err_ap  Noise  Peak_obs  Peak_fit  FCFasec  FCFasec_err  FCFbeam  FCFbeam_err  FCFmatch  FCFmatch_err  FWHMmain  Error_beam
20140904.2818171  2014-09-03T20:45:50    22  CRL2688  daisy        850  61  1.14  0.602  0.101  0.446  2.5516  0.0098  nan  nan  nan  2.4024  0.0092  nan  nan  nan  nan  14.97  0.954
20140905.4032986  2014-09-04T23:40:46    28  CRL2688  daisy        850  66  1.09  0.561  0.120  0.530  2.5363  0.0102  nan  nan  nan  2.4169  0.0097  nan  nan  nan  nan  14.61  0.953
20140906.2822685  2014-09-05T20:46:29    16  CRL2688  daisy        850  63  1.12  0.636  0.092  0.403  2.5195  0.0091  nan  nan  nan  2.4330  0.0087  nan  nan  nan  nan  14.71  0.952
20140907.3745139  2014-09-06T22:59:19    32  CRL2688  daisy        850  70  1.06  0.624  0.101  0.446  2.5539  0.0095  nan  nan  nan  2.4002  0.0089  nan  nan  nan  nan  14.69  0.954
20140908.2954977  2014-09-07T21:05:32    20  CRL2688  daisy        850  67  1.08  0.658  0.088  0.386  2.5210  0.0089  nan  nan  nan  2.4316  0.0086  nan  nan  nan  nan  15.02  0.954
20140908.3707292  2014-09-07T22:53:52    27  CRL2688  daisy        850  70  1.06  0.683  0.083  0.361  2.4819  0.0087  nan  nan  nan  2.4699  0.0086  nan  nan  nan  nan  0.00  0.954
20140909.3384491  2014-09-08T22:07:23    24  CRL2688  daisy        850  73  1.05  0.628  0.101  0.445  2.4906  0.0093  nan  nan  nan  2.4613  0.0092  nan  nan  nan  nan  14.62  0.952
20140911.3999074  2014-09-10T23:35:53    17  CRL2688  daisy        850  63  1.12  0.507  0.136  0.607  2.5188  0.0119  nan  nan  nan  2.4337  0.0115  nan  nan  nan  nan  14.66  0.953
20140912.3755208  2014-09-11T23:00:46     8  CRL2688  daisy        850  68  1.08  0.697  0.077  0.335  2.5655  0.0088  nan  nan  nan  2.3894  0.0082  nan  nan  nan  nan  14.66  0.953
20140914.2851968  2014-09-13T20:50:42     9  CRL2688  daisy        850  68  1.07  0.599  0.108  0.477  2.5658  0.0100  nan  nan  nan  2.3891  0.0093  nan  nan  nan  nan  15.18  0.956
20140916.1988889  2014-09-15T18:46:25     7  CRL2688  daisy        850  47  1.35  0.416  0.146  0.652  2.3990  0.0145  nan  nan  nan  2.5553  0.0154  nan  nan  nan  nan  15.27  0.959
20140918.1944560  2014-09-17T18:40:02    13  CRL2688  daisy        850  48  1.34  0.682  0.066  0.286  2.5101  0.0083  nan  nan  nan  2.4422  0.0080  nan  nan  nan  nan  14.73  0.954
20140918.3291551  2014-09-17T21:54:00    25  CRL2688  daisy        850  72  1.05  0.727  0.070  0.304  2.5328  0.0085  nan  nan  nan  2.4203  0.0081  nan  nan  nan  nan  14.50  0.952
20140919.1967130  2014-09-18T18:43:17     8  CRL2688  daisy        850  49  1.31  0.440  0.141  0.627  2.4244  0.0149  nan  nan  nan  2.5285  0.0155  nan  nan  nan  nan  0.00  0.956
20140919.4048727  2014-09-18T23:43:02    23  CRL2688  daisy        850  56  1.20  0.480  0.138  0.613  2.4105  0.0124  nan  nan  nan  2.5431  0.0131  nan  nan  nan  nan  14.59  0.953
20140921.2783681  2014-09-20T20:40:52     7  CRL2688  daisy        850  70  1.06  0.589  0.113  0.499  2.4034  0.0102  nan  nan  nan  2.5505  0.0108  nan  nan  nan  nan  15.34  0.956
20140921.3915278  2014-09-20T23:23:49    23  CRL2688  daisy        850  58  1.17  0.549  0.116  0.512  2.3470  0.0106  nan  nan  nan  2.6118  0.0118  nan  nan  nan  nan  14.65  0.955
20140922.2850926  2014-09-21T20:50:33    16  CRL2688  daisy        850  71  1.05  0.611  0.106  0.468  2.5099  0.0103  nan  nan  nan  2.4424  0.0100  nan  nan  nan  nan  14.70  0.953
20140923.2815509  2014-09-22T20:45:27    17  CRL2688  daisy        850  71  1.05  0.623  0.102  0.449  2.4360  0.0104  nan  nan  nan  2.5164  0.0108  nan  nan  nan  nan  15.00  0.955
20140924.2793519  2014-09-23T20:42:17    20  CRL2688  daisy        850  71  1.05  0.588  0.114  0.505  2.5133  0.0109  nan  nan  nan  2.4390  0.0106  nan  nan  nan  nan  14.92  0.954
20140924.4369676  2014-09-24T00:29:15    31  CRL2688  daisy        850  43  1.45  0.429  0.132  0.585  2.5710  0.0140  nan  nan  nan  2.3843  0.0130  nan  nan  nan  nan  15.11  0.957
20140925.4675347  2014-09-25T01:13:16     7  CRL2688  daisy        850  34  1.78  0.267  0.166  0.742  2.4558  0.0228  nan  nan  nan  2.4961  0.0232  nan  nan  nan  nan  15.00  0.957
20140927.1959028  2014-09-26T18:42:07     8  CRL2688  daisy        850  55  1.21  0.558  0.109  0.481  2.3760  0.0109  nan  nan  nan  2.5799  0.0119  nan  nan  nan  nan  14.96  0.956
20140928.1998264  2014-09-27T18:47:46     8  CRL2688  daisy        850  57  1.19  0.411  0.167  0.749  2.3370  0.0164  nan  nan  nan  2.6230  0.0185  nan  nan  nan  nan  16.94  0.966
20141003.3136574  2014-10-02T21:31:41     8  CRL2688  daisy        850  69  1.07  0.524  0.136  0.604  2.4357  0.0118  nan  nan  nan  2.5167  0.0122  nan  nan  nan  nan  14.71  0.953
20141006.1912269  2014-10-05T18:35:23     8  CRL2688  daisy        850  60  1.15  0.551  0.117  0.520  2.4798  0.0105  nan  nan  nan  2.4720  0.0104  nan  nan  nan  nan  15.00  0.955
20141006.3617130  2014-10-05T22:40:53    25  CRL2688  daisy        850  55  1.21  0.507  0.127  0.562  2.4447  0.0122  nan  nan  nan  2.5074  0.0126  nan  nan  nan  nan  16.16  0.965
20141007.2141088  2014-10-06T19:08:20    14  CRL2688  daisy        850  66  1.09  0.632  0.096  0.422  2.4107  0.0089  nan  nan  nan  2.5428  0.0094  nan  nan  nan  nan  14.96  0.953
20141012.3038194  2014-10-11T21:17:31    24  CRL2688  daisy        850  66  1.09  0.520  0.134  0.598  2.4404  0.0114  nan  nan  nan  2.5119  0.0118  nan  nan  nan  nan  14.99  0.956
20141013.1865278  2014-10-12T18:28:37    10  CRL2688  daisy        850  64  1.11  0.650  0.089  0.388  2.4661  0.0091  nan  nan  nan  2.4857  0.0091  nan  nan  nan  nan  14.90  0.954
20141024.2000926  2014-10-23T18:48:09    13  CRL2688  daisy        850  72  1.05  0.788  0.053  0.226  2.4215  0.0071  nan  nan  nan  2.5315  0.0074  nan  nan  nan  nan  14.88  0.955
20141025.2042130  2014-10-24T18:54:05     8  CRL2688  daisy        850  72  1.05  0.515  0.142  0.633  2.4137  0.0109  nan  nan  nan  2.5397  0.0115  nan  nan  nan  nan  15.10  0.957
20141026.2067824  2014-10-25T18:57:47     7  CRL2688  daisy        850  72  1.05  0.744  0.066  0.283  2.5230  0.0088  nan  nan  nan  2.4296  0.0085  nan  nan  nan  nan  15.00  0.956
20141028.1916435  2014-10-27T18:35:59     8  CRL2688  daisy        850  72  1.05  0.783  0.055  0.233  2.4933  0.0073  nan  nan  nan  2.4586  0.0072  nan  nan  nan  nan  14.72  0.953
20141029.1899306  2014-10-28T18:33:31     7  CRL2688  daisy        850  72  1.05  0.688  0.082  0.357  2.4882  0.0087  nan  nan  nan  2.4636  0.0086  nan  nan  nan  nan  14.98  0.957
20141030.1993171  2014-10-29T18:47:02     9  CRL2688  daisy        850  73  1.05  0.657  0.092  0.402  2.5945  0.0088  nan  nan  nan  2.3627  0.0080  nan  nan  nan  nan  14.80  0.954
20141031.1907060  2014-10-30T18:34:38    11  CRL2688  daisy        850  72  1.05  0.645  0.095  0.419  2.4026  0.0104  nan  nan  nan  2.5514  0.0111  nan  nan  nan  nan  14.64  0.953
20141101.2118519  2014-10-31T19:05:05     8  CRL2688  daisy        850  72  1.05  0.577  0.118  0.524  2.4358  0.0111  nan  nan  nan  2.5166  0.0115  nan  nan  nan  nan  15.25  0.958
20141102.1995370  2014-11-01T18:47:21     9  CRL2688  daisy        850  72  1.05  0.446  0.172  0.772  2.3778  0.0149  nan  nan  nan  2.5780  0.0161  nan  nan  nan  nan  16.40  0.963
20141109.2307407  2014-11-08T19:32:17     9  CRL2688  daisy        850  65  1.10  0.710  0.072  0.311  2.4725  0.0080  nan  nan  nan  2.4793  0.0080  nan  nan  nan  nan  15.29  0.961
20141110.1965856  2014-11-09T18:43:06     9  CRL2688  daisy        850  71  1.06  0.659  0.090  0.395  2.4559  0.0088  nan  nan  nan  2.4960  0.0090  nan  nan  nan  nan  14.56  0.953
20141116.1993519  2014-11-15T18:47:05     9  CRL2688  daisy        850  68  1.08  0.673  0.084  0.368  2.5532  0.0109  nan  nan  nan  2.4009  0.0102  nan  nan  nan  nan  14.83  0.956
20141116.9751852  2014-11-16T13:24:17   106  CRL2688  daisy        850  32  1.86  0.413  0.108  0.476  2.5340  0.0110  nan  nan  nan  2.4191  0.0105  nan  nan  nan  nan  14.99  0.961
20141117.1908102  2014-11-16T18:34:47    10  CRL2688  daisy        850  69  1.07  0.531  0.133  0.591  2.5533  0.0109  nan  nan  nan  2.4008  0.0103  nan  nan  nan  nan  14.77  0.956
20141118.2272569  2014-11-17T19:27:16    37  CRL2688  daisy        850  60  1.15  0.653  0.085  0.370  2.5882  0.0093  nan  nan  nan  2.3685  0.0085  nan  nan  nan  nan  14.58  0.954
20141119.1889352  2014-11-18T18:32:05     9  CRL2688  daisy        850  68  1.08  0.760  0.060  0.255  2.6017  0.0077  nan  nan  nan  2.3562  0.0070  nan  nan  nan  nan  14.70  0.955
20141120.1928241  2014-11-19T18:37:41    17  CRL2688  daisy        850  67  1.09  0.684  0.080  0.350  2.5629  0.0089  nan  nan  nan  2.3919  0.0083  nan  nan  nan  nan  14.72  0.956
20141121.2037500  2014-11-20T18:53:25    21  CRL2688  daisy        850  64  1.11  0.563  0.116  0.516  2.3435  0.0113  nan  nan  nan  2.6158  0.0126  nan  nan  nan  nan  15.04  0.957
20141121.2783565  2014-11-20T20:40:51    31  CRL2688  daisy        850  43  1.44  0.507  0.106  0.470  2.4722  0.0123  nan  nan  nan  2.4796  0.0124  nan  nan  nan  nan  15.24  0.959
20141127.9249884  2014-11-27T12:12:00    93  CRL2688  daisy        850  26  2.24  0.281  0.128  0.568  2.2460  0.0213  nan  nan  nan  2.7293  0.0258  nan  nan  nan  nan  15.54  0.964
20141130.8973264  2014-11-30T11:32:10    79  CRL2688  daisy        850  21  2.77  0.301  0.099  0.434  2.1650  0.0154  nan  nan  nan  2.8314  0.0201  nan  nan  nan  nan  18.21  0.971
20141201.1931829  2014-11-30T18:38:12     8  CRL2688  daisy        850  59  1.16  0.772  0.053  0.223  2.5310  0.0072  nan  nan  nan  2.4219  0.0069  nan  nan  nan  nan  14.52  0.955
20141202.1895833  2014-12-01T18:33:01     8  CRL2688  daisy        850  60  1.15  0.702  0.071  0.306  2.4736  0.0083  nan  nan  nan  2.4782  0.0083  nan  nan  nan  nan  14.55  0.955
20141203.1898264  2014-12-02T18:33:22     8  CRL2688  daisy        850  59  1.16  0.560  0.113  0.498  2.4670  0.0103  nan  nan  nan  2.4848  0.0104  nan  nan  nan  nan  14.49  0.954
20141207.8746759  2014-12-07T10:59:33    94  CRL2688  daisy        850  19  2.93  0.406  0.071  0.308  2.4938  0.0152  nan  nan  nan  2.4581  0.0149  nan  nan  nan  nan  0.00  0.960
20141212.9192593  2014-12-12T12:03:45    79  CRL2688  daisy        850  36  1.67  0.695  0.052  0.218  2.4759  0.0091  nan  nan  nan  2.4758  0.0091  nan  nan  nan  nan  15.44  0.960
20141213.8683565  2014-12-13T10:50:27    74  CRL2688  daisy        850  22  2.58  0.540  0.056  0.239  2.5011  0.0124  nan  nan  nan  2.4509  0.0122  nan  nan  nan  nan  14.97  0.957
20141213.9333796  2014-12-13T12:24:05    85  CRL2688  daisy        850  41  1.51  0.682  0.059  0.253  2.5049  0.0091  nan  nan  nan  2.4472  0.0089  nan  nan  nan  nan  14.83  0.958
20141213.9828819  2014-12-13T13:35:22    92  CRL2688  daisy        850  55  1.21  0.716  0.064  0.276  2.4558  0.0088  nan  nan  nan  2.4961  0.0090  nan  nan  nan  nan  15.10  0.958
20141219.2009028  2014-12-18T18:49:19    15  CRL2688  daisy        850  44  1.44  0.732  0.052  0.218  2.6203  0.0080  nan  nan  nan  2.3394  0.0072  nan  nan  nan  nan  14.69  0.955
20141220.2003241  2014-12-19T18:48:29     8  CRL2688  daisy        850  43  1.45  0.777  0.042  0.174  2.5411  0.0094  nan  nan  nan  2.4124  0.0089  nan  nan  nan  nan  14.82  0.954
20141221.1924190  2014-12-20T18:37:06     8  CRL2688  daisy        850  44  1.42  0.671  0.066  0.282  2.5671  0.0088  nan  nan  nan  2.3879  0.0082  nan  nan  nan  nan  14.54  0.955
20141221.8476042  2014-12-21T10:20:34    78  CRL2688  daisy        850  23  2.55  0.685  0.037  0.148  2.6338  0.0085  nan  nan  nan  2.3274  0.0075  nan  nan  nan  nan  14.93  0.956
20141229.8382176  2014-12-29T10:07:03    82  CRL2688  daisy        850  26  2.22  0.409  0.092  0.402  2.4480  0.0143  nan  nan  nan  2.5040  0.0147  nan  nan  nan  nan  15.30  0.957
20150109.9797338  2015-01-09T13:30:50    87  CRL2688  daisy        850  71  1.06  0.800  0.050  0.211  2.6563  0.0073  nan  nan  nan  2.3077  0.0064  nan  nan  nan  nan  14.67  0.956
20150110.8274306  2015-01-10T09:51:31    63  CRL2688  daisy        850  33  1.83  0.494  0.088  0.385  2.7178  0.0140  nan  nan  nan  2.2555  0.0116  nan  nan  nan  nan  14.88  0.958
20150110.8818171  2015-01-10T11:09:50    72  CRL2688  daisy        850  48  1.33  0.580  0.093  0.409  3.0908  0.0130  nan  nan  nan  1.9833  0.0083  nan  nan  nan  nan  15.00  0.956
20150110.8889583  2015-01-10T11:20:07    75  CRL2688  daisy        850  50  1.29  0.599  0.090  0.396  2.5569  0.0109  nan  nan  nan  2.3975  0.0102  nan  nan  nan  nan  15.12  0.956
20150111.8313310  2015-01-11T09:57:08    73  CRL2688  daisy        850  34  1.75  0.596  0.069  0.296  2.5610  0.0112  nan  nan  nan  2.3936  0.0105  nan  nan  nan  nan  14.90  0.956
20150112.8267708  2015-01-12T09:50:34    74  CRL2688  daisy        850  34  1.77  0.647  0.058  0.247  2.6753  0.0091  nan  nan  nan  2.2913  0.0078  nan  nan  nan  nan  14.92  0.956
20150115.8373958  2015-01-15T10:05:52    81  CRL2688  daisy        850  39  1.56  0.745  0.045  0.189  2.5493  0.0079  nan  nan  nan  2.4046  0.0075  nan  nan  nan  nan  14.79  0.957
20150117.8196644  2015-01-17T09:40:20    74  CRL2688  daisy        850  36  1.69  0.589  0.072  0.313  2.5769  0.0105  nan  nan  nan  2.3789  0.0097  nan  nan  nan  nan  14.79  0.957
20150118.8273264  2015-01-18T09:51:22    49  CRL2688  daisy        850  39  1.58  0.540  0.089  0.391  2.5821  0.0110  nan  nan  nan  2.3741  0.0101  nan  nan  nan  nan  15.00  0.957
20150118.8718981  2015-01-18T10:55:33    56  CRL2688  daisy        850  52  1.27  0.607  0.090  0.394  2.4591  0.0098  nan  nan  nan  2.4927  0.0099  nan  nan  nan  nan  15.29  0.958
20150119.8513542  2015-01-19T10:25:58    82  CRL2688  daisy        850  46  1.37  0.457  0.129  0.573  2.5954  0.0143  nan  nan  nan  2.3618  0.0130  nan  nan  nan  nan  15.07  0.960
20150119.8882870  2015-01-19T11:19:09    87  CRL2688  daisy        850  57  1.19  0.476  0.140  0.624  2.4806  0.0129  nan  nan  nan  2.4712  0.0128  nan  nan  nan  nan  15.02  0.956
20150120.8044676  2015-01-20T09:18:27    68  CRL2688  daisy        850  34  1.78  0.632  0.060  0.258  2.5889  0.0094  nan  nan  nan  2.3678  0.0086  nan  nan  nan  nan  14.88  0.955
20150120.8476505  2015-01-20T10:20:38    73  CRL2688  daisy        850  46  1.37  0.688  0.063  0.272  2.4580  0.0087  nan  nan  nan  2.4939  0.0088  nan  nan  nan  nan  15.00  0.955
20150121.7997801  2015-01-21T09:11:42    56  CRL2688  daisy        850  33  1.80  0.473  0.095  0.416  2.5738  0.0146  nan  nan  nan  2.3817  0.0135  nan  nan  nan  nan  15.15  0.957
20150121.8410648  2015-01-21T10:11:09    61  CRL2688  daisy        850  45  1.40  0.565  0.093  0.408  2.5397  0.0106  nan  nan  nan  2.4136  0.0101  nan  nan  nan  nan  15.05  0.957
20150122.7788079  2015-01-22T08:41:30    82  CRL2688  daisy        850  28  2.10  0.508  0.074  0.322  2.6066  0.0119  nan  nan  nan  2.3517  0.0107  nan  nan  nan  nan  14.95  0.956
20150122.8241667  2015-01-22T09:46:49    89  CRL2688  daisy        850  41  1.51  0.593  0.080  0.346  2.5260  0.0102  nan  nan  nan  2.4267  0.0098  nan  nan  nan  nan  14.89  0.955
20150123.7958681  2015-01-23T09:06:04    79  CRL2688  daisy        850  34  1.78  0.538  0.080  0.348  2.6563  0.0112  nan  nan  nan  2.3077  0.0097  nan  nan  nan  nan  0.00  0.955
20150123.8380787  2015-01-23T10:06:51    85  CRL2688  daisy        850  46  1.38  0.643  0.074  0.320  2.5705  0.0095  nan  nan  nan  2.3847  0.0088  nan  nan  nan  nan  14.98  0.955
20150123.8826620  2015-01-23T11:11:03    93  CRL2688  daisy        850  58  1.17  0.688  0.074  0.319  2.6728  0.0088  nan  nan  nan  2.2935  0.0075  nan  nan  nan  nan  15.00  0.954
20150124.7730556  2015-01-24T08:33:13    63  CRL2688  daisy        850  28  2.11  0.518  0.072  0.313  2.6545  0.0119  nan  nan  nan  2.3093  0.0103  nan  nan  nan  nan  14.83  0.955
20150124.8431019  2015-01-24T10:14:05    75  CRL2688  daisy        850  48  1.33  0.643  0.076  0.331  2.5594  0.0093  nan  nan  nan  2.3950  0.0087  nan  nan  nan  nan  14.95  0.957
20150124.8862153  2015-01-24T11:16:10    81  CRL2688  daisy        850  60  1.15  0.677  0.078  0.339  2.5398  0.0088  nan  nan  nan  2.4135  0.0084  nan  nan  nan  nan  15.17  0.957
20150124.9279861  2015-01-24T12:16:19    86  CRL2688  daisy        850  69  1.07  0.707  0.075  0.326  2.5212  0.0087  nan  nan  nan  2.4314  0.0084  nan  nan  nan  nan  15.23  0.958
20150125.8042477  2015-01-25T09:18:08    70  CRL2688  daisy        850  38  1.62  0.450  0.112  0.494  2.6245  0.0139  nan  nan  nan  2.3357  0.0123  nan  nan  nan  nan  14.87  0.955
20150125.8492708  2015-01-25T10:22:58    75  CRL2688  daisy        850  51  1.29  0.507  0.119  0.529  2.4284  0.0129  nan  nan  nan  2.5243  0.0134  nan  nan  nan  nan  15.25  0.956
20150125.8927431  2015-01-25T11:25:34    81  CRL2688  daisy        850  62  1.13  0.552  0.119  0.527  2.3072  0.0109  nan  nan  nan  2.6569  0.0126  nan  nan  nan  nan  15.18  0.960
20150126.8278819  2015-01-26T09:52:10    53  CRL2688  daisy        850  45  1.40  0.591  0.086  0.377  2.5702  0.0100  nan  nan  nan  2.3850  0.0093  nan  nan  nan  nan  14.94  0.955
20150126.8704630  2015-01-26T10:53:29    58  CRL2688  daisy        850  57  1.18  0.625  0.091  0.397  2.6468  0.0101  nan  nan  nan  2.3160  0.0088  nan  nan  nan  nan  14.94  0.956
20130803.6839005  2013-08-03T06:24:50    48  CRL618  daisy        850  60  1.14  0.605  0.100  0.439  2.1241  0.0097  nan  nan  nan  2.3540  0.0108  nan  nan  nan  nan  14.34  0.949
20130809.7533102  2013-08-09T08:04:47    80  CRL618  daisy        850  73  1.04  0.552  0.128  0.569  2.1101  0.0113  nan  nan  nan  2.3696  0.0127  nan  nan  nan  nan  13.90  0.949
20130809.8246991  2013-08-09T09:47:35    89  CRL618  daisy        850  59  1.16  0.433  0.161  0.722  1.6712  0.0141  nan  nan  nan  2.9919  0.0253  nan  nan  nan  nan  15.15  0.960
20130811.7076273  2013-08-11T06:59:00    52  CRL618  daisy        850  71  1.06  0.414  0.185  0.833  2.0682  0.0153  nan  nan  nan  2.4176  0.0179  nan  nan  nan  nan  14.41  0.950
20130812.7151273  2013-08-12T07:09:48    30  CRL618  daisy        850  72  1.05  0.516  0.141  0.631  1.9951  0.0123  nan  nan  nan  2.5061  0.0154  nan  nan  nan  nan  14.29  0.948
20130813.7042940  2013-08-13T06:54:12    67  CRL618  daisy        850  71  1.06  0.652  0.092  0.405  2.1133  0.0094  nan  nan  nan  2.3660  0.0105  nan  nan  nan  nan  14.19  0.948
20130814.7383796  2013-08-14T07:43:17    39  CRL618  daisy        850  73  1.04  0.708  0.076  0.332  2.0756  0.0083  nan  nan  nan  2.4089  0.0096  nan  nan  nan  nan  14.03  0.949
20130815.7010648  2013-08-15T06:49:33    32  CRL618  daisy        850  71  1.05  0.712  0.074  0.322  2.1368  0.0087  nan  nan  nan  2.3399  0.0095  nan  nan  nan  nan  13.95  0.949
20130818.6874653  2013-08-18T06:29:58    61  CRL618  daisy        850  70  1.06  0.788  0.053  0.225  2.1528  0.0076  nan  nan  nan  2.3226  0.0082  nan  nan  nan  nan  14.08  0.950
20130820.6923727  2013-08-20T06:37:02    28  CRL618  daisy        850  72  1.05  0.482  0.156  0.696  2.1746  0.0132  nan  nan  nan  2.2993  0.0139  nan  nan  nan  nan  14.29  0.952
20130823.6394444  2013-08-23T05:20:49    18  CRL618  daisy        850  63  1.12  0.551  0.120  0.534  2.0286  0.0108  nan  nan  nan  2.4647  0.0132  nan  nan  nan  nan  14.25  0.949
20130824.7321181  2013-08-24T07:34:16    61  CRL618  daisy        850  71  1.06  0.752  0.063  0.270  2.1246  0.0075  nan  nan  nan  2.3534  0.0083  nan  nan  nan  nan  14.01  0.951
20130825.7385417  2013-08-25T07:43:31    27  CRL618  daisy        850  69  1.07  0.832  0.042  0.172  2.1843  0.0073  nan  nan  nan  2.2890  0.0076  nan  nan  nan  nan  14.20  0.951
20130827.6318056  2013-08-27T05:09:49    67  CRL618  daisy        850  64  1.11  0.828  0.041  0.170  2.2065  0.0069  nan  nan  nan  2.2660  0.0071  nan  nan  nan  nan  14.13  0.948
20130827.7269097  2013-08-27T07:26:46    80  CRL618  daisy        850  70  1.06  0.838  0.041  0.167  2.2045  0.0074  nan  nan  nan  2.2681  0.0076  nan  nan  nan  nan  13.97  0.948
20130828.5688310  2013-08-28T03:39:08    58  CRL618  daisy        850  47  1.35  0.698  0.062  0.267  2.1308  0.0082  nan  nan  nan  2.3465  0.0090  nan  nan  nan  nan  14.43  0.950
20130828.7345602  2013-08-28T07:37:47    77  CRL618  daisy        850  68  1.07  0.740  0.065  0.280  2.2171  0.0079  nan  nan  nan  2.2552  0.0080  nan  nan  nan  nan  14.01  0.949
20130829.7409606  2013-08-29T07:47:00    65  CRL618  daisy        850  66  1.09  0.692  0.078  0.338  1.9785  0.0082  nan  nan  nan  2.5271  0.0105  nan  nan  nan  nan  13.97  0.952
20130830.7173380  2013-08-30T07:13:00    63  CRL618  daisy        850  70  1.06  0.707  0.076  0.328  2.0739  0.0086  nan  nan  nan  2.4110  0.0100  nan  nan  nan  nan  13.99  0.951
